repositorio,caminho,extensao,tamanho_bytes,sha256,status_git,classificacao,decisao,justificativa
sigo-clinicas-api,module/Cliente/config/yaml/Cliente.V1.Rest.Clientes.ClientesEntity.dcm.yml,.yml,2090,174333d868de70a1f2a9beeda15e79bc3b56c957167641da8a0573c73b14150a,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/config/yaml/Cliente.V1.Rest.FichasAnamnese.FichasAnamneseEntity.dcm.yml,.yml,1012,aac89b0beb065eeaaae179c52fc57749e15de891d537befb9f07afbc80f7e5d2,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/Module.php,.php,514,f685adba8a8f7e0c6dadc39b04b6ba28cba1212e2af4bd58ac5926da8b7d8792,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/Clientes/ClientesCollection.php,.php,129,2d92015839f02ddd903afe6c276df810513b9dd4516dc3341173157ca56ba0b9,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/Clientes/ClientesEntity.php,.php,12471,a66e5a24dbf93b33ec34075f1b7285ddd32cd28e71d83c04c81191e52a2555a8,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/Clientes/ClientesRepository.php,.php,9758,2f014c2533dac857f96891a681037a5a38f0b0827af130b0be329dc572b37b97,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/Clientes/ClientesResource.php,.php,11118,9e813479a7d91bebf35d7d841be4c94c71d9abf9c584319cc0f7dff2b3bc551c,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/Clientes/ClientesResourceFactory.php,.php,1315,d461a5110a8d58f00b7893ea0a9943f1592380fb81bdf4eec76d572bc8b2d791,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/FichasAnamnese/FichasAnamneseCollection.php,.php,236,39323b80c549cc471c423ea963ea4f560f65fb2e0f48bccaa9cfc3de3285bc7c,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/FichasAnamnese/FichasAnamneseEntity.php,.php,4563,79e0857a80b512b6135c462f555eb474ac72cabd40d58d9ff5a5622cbfa2b1d1,tracked,PHP,full-content,conteúdo integral incluído
